2.991940698602794141e+13 1.645000000000000142e-20
3.140503435994133594e+13 1.750000000000000017e-20
3.294784679635124609e+13 1.863000000000000097e-20
3.456617756255044531e+13 1.984000000000000081e-20
3.626375444538526562e+13 2.113999999999999883e-20
3.804472817258882812e+13 2.250999999999999978e-20
3.991378751164957812e+13 2.395999999999999976e-20
4.187045502793296094e+13 2.548999999999999880e-20
4.392563487179487500e+13 2.709000000000000075e-20
4.608646548808608594e+13 2.874999999999999748e-20
4.834582454442831250e+13 3.046999999999999801e-20
5.072630423011844531e+13 3.224999999999999932e-20
5.321129889953850781e+13 3.405999999999999802e-20
5.582727337057728125e+13 3.590999999999999925e-20
5.857609574052364062e+13 3.778999999999999787e-20
6.144547202295552344e+13 3.967000000000000250e-20
6.447149634408601562e+13 4.155000000000000111e-20
6.762744371757275000e+13 4.340000000000000234e-20
7.095679479289940625e+13 4.515000000000000025e-20
7.444560665507823438e+13 4.679000000000000174e-20
7.809128887731179688e+13 4.834999999999999815e-20
8.193289368679967188e+13 4.979999999999999814e-20
8.594967259174310938e+13 5.110999999999999830e-20
9.016314526315789062e+13 5.231000000000000202e-20
9.460159608709371875e+13 5.338999999999999815e-20
9.923616617014234375e+13 5.434999999999999873e-20
1.041307599861062812e+14 5.513999999999999606e-20
1.092538112244897969e+14 5.574999999999999706e-20
1.145995634556574844e+14 5.625000000000000162e-20
1.202536935419173594e+14 5.670999999999999763e-20
1.261221952040386875e+14 5.693000000000000252e-20
1.323587011037527656e+14 5.667999999999999423e-20
1.388570903195924062e+14 5.604999999999999498e-20
1.456717482993197188e+14 5.522000000000000113e-20
1.527994179408766562e+14 5.418000000000000151e-20
1.603168224598930312e+14 5.294000000000000127e-20
1.682337025813692500e+14 5.144999999999999875e-20
1.764523001765744375e+14 4.971999999999999910e-20
1.850570728395061562e+14 4.784000000000000048e-20
1.941660997409326562e+14 4.595000000000000274e-20
2.038018069340584688e+14 4.412999999999999889e-20
2.136795851746258125e+14 4.237000000000000185e-20
2.242277172774869062e+14 4.054999999999999801e-20
2.353159010989010938e+14 3.866000000000000027e-20
2.467427637860082188e+14 3.672000000000000086e-20
2.588881329879101875e+14 3.474999999999999806e-20
2.715511394927535938e+14 3.274999999999999787e-20
2.849738193916349375e+14 3.071000000000000116e-20
2.988957706879361875e+14 2.864000000000000105e-20
3.136888751700324375e+14 2.661999999999999960e-20
3.290806344676180000e+14 2.462999999999999853e-20
3.452636853622020000e+14 2.275999999999999905e-20
3.621994176634046250e+14 2.098999999999999987e-20
3.800132564330080000e+14 1.930999999999999887e-20
3.986601835106382500e+14 1.771999999999999905e-20
4.182372460937499375e+14 1.626999999999999906e-20
4.388062909836065625e+14 1.497000000000000104e-20
4.603692536855036875e+14 1.371999999999999866e-20
4.829131088917525625e+14 1.254999999999999985e-20
5.066629339192158125e+14 1.147999999999999983e-20
5.315469113475176875e+14 1.049000000000000037e-20
5.576496614583333125e+14 9.582999999999999391e-21
5.850750546448086250e+14 8.772999999999999283e-21
6.138256715806715000e+14 8.044999999999999851e-21
6.438841451890033750e+14 7.354000000000000505e-21
6.755125236593060000e+14 6.720000000000000251e-21
7.087292151300236250e+14 6.164999999999999732e-21
7.435328819444443750e+14 5.648000000000000113e-21
7.801000728597450000e+14 5.200000000000000347e-21
8.184342287742287500e+14 4.804000000000000110e-21
8.585121935853378750e+14 4.443999999999999895e-21
9.008186838942307500e+14 4.103000000000000131e-21
9.451212421185371250e+14 3.778999999999999937e-21
9.913771759259258750e+14 3.477999999999999695e-21
1.040223657182512125e+15 3.199000000000000092e-21
1.091344950855478750e+15 2.940999999999999938e-21
1.144682924780450500e+15 2.694000000000000104e-21
1.201091578525641000e+15 2.455000000000000024e-21
1.260161656158049500e+15 2.224000000000000074e-21
1.321836234567901000e+15 1.999999999999999815e-21
1.386644116558741750e+15 1.782999999999999999e-21
1.454597079087821500e+15 1.581000000000000004e-21
1.526438177189409250e+15 1.392000000000000079e-21
1.601455438034188000e+15 1.216999999999999912e-21
1.679509568627450750e+15 1.055000000000000003e-21
1.762448312757201750e+15 9.065000000000000084e-22
1.849429105490438000e+15 7.730000000000000228e-22
1.940404258899676250e+15 6.569000000000000098e-22
2.035250902919212500e+15 5.521999999999999661e-22
2.135273917378917250e+15 4.587999999999999793e-22
2.240601330343796750e+15 3.763999999999999834e-22
2.349470673981191000e+15 3.004000000000000164e-22
2.465398503289473500e+15 2.457999999999999932e-22
2.465398503289473500e+15 1.829999999999999917e-22
2.586647610008628000e+15 1.406999999999999947e-22
2.713053918552036000e+15 9.859000000000000261e-23
2.726848564229904500e+15 9.245970000000000573e-23
2.740182969855401000e+15 8.840539999999999636e-23
2.753496679739522500e+15 8.451869999999999497e-23
2.766838249409332500e+15 8.079040000000000341e-23
2.780155036027932000e+15 7.721420000000000380e-23
2.793496505711996000e+15 7.380010000000000383e-23
2.806808958046606500e+15 7.065799999999999427e-23
2.820142779199277500e+15 6.781700000000000066e-23
2.833469982231295500e+15 6.501839999999999591e-23
2.847031889838556000e+15 6.225999999999999784e-23
2.860778842300131500e+15 5.775059999999999757e-23
2.874769456484216500e+15 5.403150000000000415e-23
2.888730564656003500e+15 5.097680000000000040e-23
2.902715511231603500e+15 4.805270000000000087e-23
2.916694634431094500e+15 4.525460000000000062e-23
2.921953781676413000e+15 4.405999999999999794e-23
2.921953781676413000e+15 4.440000000000000065e-23
2.930694449332316500e+15 4.282230000000000246e-23
2.944684680968096500e+15 4.031109999999999855e-23
2.958663120392393000e+15 3.813030000000000031e-23
2.972627519806447000e+15 3.604940000000000281e-23
2.985980657370518000e+15 3.405999999999999981e-23
3.001286020342784000e+15 3.053589999999999757e-23
3.015953952729416500e+15 2.774690000000000161e-23
3.030625024009057500e+15 2.550479999999999905e-23
3.045294130195186000e+15 2.331299999999999883e-23
3.059962254752859500e+15 2.117219999999999901e-23
3.074630460734401500e+15 1.907949999999999878e-23
3.082698796915167000e+15 1.793999999999999990e-23
3.082698796915167000e+15 1.801000000000000080e-23
3.089299892211842000e+15 1.732060000000000073e-23
3.103968561950476000e+15 1.580010000000000054e-23
3.118637689029255500e+15 1.431639999999999877e-23
3.133282378762542000e+15 1.286999999999999993e-23
3.135651814655095500e+15 1.264940000000000000e-23
3.137998559708257000e+15 1.237289999999999996e-23
3.140345530499199500e+15 1.211349999999999977e-23
3.142692720153889000e+15 1.187030000000000046e-23
3.145040121776331500e+15 1.164209999999999945e-23
3.147387728448565500e+15 1.142789999999999951e-23
3.149732224000134500e+15 1.122680000000000017e-23
3.152080214994522000e+15 1.103800000000000071e-23
3.154428390148845000e+15 1.086070000000000038e-23
3.156706939033378500e+15 1.068999999999999949e-23
3.156706939033378500e+15 1.072000000000000050e-23
3.160787306768556500e+15 1.045680000000000052e-23
3.164801392632098000e+15 1.022009999999999944e-23
3.168815638572580500e+15 1.000689999999999968e-23
3.172830006963891500e+15 9.814529999999999477e-24
3.176844459986436000e+15 9.640820000000000125e-24
3.180858959627115000e+15 9.483749999999999551e-24
3.184873467679307500e+15 9.341499999999999540e-24
3.188887945742866000e+15 9.212479999999999483e-24
3.192902355224116000e+15 9.095279999999999448e-24
3.196763254425250500e+15 8.989000000000000446e-24
3.196763254425250500e+15 9.004000000000000220e-24
3.199349207399455000e+15 8.943730000000000106e-24
3.201782042655901000e+15 8.886879999999999670e-24
3.204215155955575500e+15 8.833070000000000254e-24
3.206648540125295500e+15 8.782080000000000702e-24
3.209078752859395000e+15 8.733739999999999718e-24
3.211512651942756500e+15 8.687869999999999563e-24
3.213946800230706500e+15 8.644309999999999797e-24
3.216377739702880000e+15 8.602899999999999978e-24
3.218812359347889500e+15 8.563509999999999291e-24
3.221150295476522500e+15 8.526000000000000472e-24
3.221150295476522500e+15 8.536999999999999522e-24
3.222815896041684500e+15 8.513569999999999781e-24
3.224389582313810500e+15 8.490959999999999542e-24
3.225961334836954500e+15 8.469020000000000688e-24
3.227534620432164500e+15 8.447739999999999426e-24
3.229109441343550500e+15 8.427070000000000302e-24
3.230682318304571000e+15 8.406999999999999523e-24
3.232253243385735500e+15 8.387500000000000405e-24
3.233825696940408500e+15 8.368549999999999770e-24
3.235399681200430500e+15 8.350119999999999464e-24
3.236800453465774000e+15 8.332000000000000654e-24
3.236800453465774000e+15 8.340999999999999342e-24
3.238038053844807500e+15 8.328800000000000663e-24
3.239105107175154500e+15 8.317119999999999373e-24
3.240169362012111500e+15 8.305649999999999856e-24
3.241237820726280500e+15 8.294390000000000641e-24
3.242303477722933000e+15 8.283320000000000020e-24
3.243369835685322500e+15 8.272439999999999463e-24
3.244436895305296500e+15 8.261759999999999824e-24
3.245504657275612500e+15 8.251250000000000010e-24
3.246569606449118500e+15 8.240919999999999405e-24
3.247670436572418500e+15 8.231000000000000021e-24
3.247670436572418500e+15 8.237999999999999818e-24
3.248412951069955000e+15 8.230459999999999453e-24
3.249187498442020000e+15 8.223249999999999354e-24
3.249965938459403500e+15 8.216129999999999595e-24
3.250741226681471500e+15 8.209089999999999321e-24
3.251516884886031000e+15 8.202130000000000002e-24
3.252292913337990500e+15 8.195250000000000168e-24
3.253069312302510500e+15 8.188449999999999820e-24
3.253846082045003500e+15 8.181719999999999573e-24
3.254619689533170500e+15 8.175070000000000281e-24
3.255429015093930000e+15 8.168000000000000383e-24
3.255429015093930000e+15 8.173999999999999999e-24
3.287198004385964500e+15 7.952999999999999706e-24
