# Baryon fraction as a function of halo mass.
# Data is taken from purple curve in Figure 1 of https://arxiv.org/abs/1609.01301
7.994397759103642   4.543866327018613
8.246498599439777   4.907992465278795
8.476190476190476   5.271962443513992
8.683473389355742   5.621838979494237
8.929971988795518   6.055612488897999
9.058823529411764   6.293444206951074
9.159663865546218   6.489268878283021
9.254901960784315   6.685054509608722
9.383753501400560   6.950760792121727
9.495798319327731   7.202412672386028
9.574229691876750   7.398081183692989
9.619047619047619   7.551703608272577
9.652661064425770   7.733122517299603
9.703081232492998   8.123717779794845
