# temp h_1 he_1 he_2 c_1 c_2 c_3 n_1 n_2 n_3 n_4 o_1 o_2 o_3 o_4 o_5
3.176430883937190197e-01 8.266588260157181361e-28 2.114256118838775333e-43 1.283683906787181017e-84 3.061659008989804534e-24 9.085496656038990136e-43 3.274404320712462132e-75 6.553933344116302131e-29 1.348508130273932776e-49 2.583503893629647066e-74 4.449820492688694724e-116 7.826123557530891158e-28 1.563703983044011399e-57 1.445440452886801691e-84 1.436549911730285758e-115 3.764121554427239690e-166
3.191107333000010038e-01 1.008957292706607064e-27 3.025975594132850381e-43 2.829088474269236996e-84 3.612752552632765476e-24 1.296732686426442539e-42 6.565458662815223361e-75 8.108609232832860794e-29 2.074801042958622292e-49 5.147019188850372712e-74 1.369362342973958136e-115 9.553576710347306445e-28 2.606363717088883436e-57 3.209477209632981278e-84 4.416623359544972640e-115 1.962812309938130150e-165
3.205851593441372271e-01 1.230342831462835838e-27 4.323770102257168734e-43 6.212425087177170402e-84 4.259849551947944458e-24 1.847769166931977279e-42 1.312238923952097318e-74 1.002237416239162917e-28 3.185981210102299695e-49 1.022186443196637690e-73 4.192313176274373875e-115 1.165175786220263811e-27 4.334112187711539243e-57 7.100346734703500704e-84 1.350893353713306396e-114 1.015780566969917023e-164
3.220663978578423570e-01 1.498953616665386758e-27 6.168113941654075962e-43 1.359280982952969767e-83 5.019106971614737855e-24 2.628716135582396776e-42 2.614461240211783816e-74 1.237589670142001605e-28 4.882674391352624029e-49 2.023664063447393708e-73 1.276905650015661520e-114 1.419792505267257269e-27 7.190425597314924928e-57 1.565104338731537501e-83 4.110769407135950025e-114 5.217256276916456566e-164
3.235544803175959827e-01 1.824570873891457861e-27 8.784925003584309199e-43 2.963452445675546338e-83 5.909303291886660110e-24 3.733718855576155281e-42 5.192533265813868508e-74 1.526744934138493887e-28 7.468339239563076343e-49 3.993806110721340380e-73 3.869402517513193073e-114 1.728494826220857332e-27 1.190153602926283769e-56 3.437421455101844105e-83 1.244534001981431618e-113 2.659626573893425556e-163
3.250494383453120806e-01 2.218940035765251967e-27 1.249173745163006752e-42 6.437755836388624834e-83 6.952247615876822318e-24 5.294740710752268478e-42 1.028041073041960809e-73 1.881663514605590526e-28 1.140107836844906546e-48 7.857457535426792296e-73 1.166592639999750751e-113 2.102436366116232535e-27 1.965395848590224938e-56 7.522379870084997746e-83 3.748713230018743566e-113 1.345706625719824549e-162
3.265513037090123638e-01 2.696152563008802423e-27 1.773413388915393954e-42 1.393561038543782916e-82 8.173250014013447851e-24 7.496458538956688056e-42 2.028999902135781741e-73 2.316887851621347676e-28 1.737110031725854869e-48 1.541096520802610320e-72 3.499410888315538953e-113 2.555000529437445465e-27 3.238174590244192659e-56 1.640279792100542491e-82 1.123465209282959872e-112 6.758437363189837508e-162
3.280601083234988558e-01 3.273099482368776476e-27 2.513637669113072399e-42 3.005934768885193334e-82 9.601661868948810799e-24 1.059690735058461750e-41 3.992089048883104536e-73 2.850083155423035201e-28 2.641630645389949094e-48 3.013259709799796428e-72 1.044434349167210052e-112 3.102231948435492274e-27 5.323022241097516803e-56 3.563920250705657915e-82 3.350033129971573274e-112 3.369172472777386183e-161
3.295758842510345676e-01 3.970009630179444958e-27 3.557165931541016893e-42 6.461037216526977040e-82 1.127149617843247607e-23 1.495604797857905930e-41 7.830171480504701517e-73 3.502687649174754401e-28 4.009443294848321461e-48 5.873654321721595406e-72 3.101615262113515086e-112 3.763348570466762756e-27 8.730289802865766103e-56 7.716005519477810277e-82 9.939412218941634823e-112 1.667232036648485144e-160
3.310986637020228440e-01 4.811087853144264128e-27 5.025942436798751795e-42 1.383888526847813523e-81 1.322213912208701703e-23 2.107523552721478073e-41 1.531092329637980288e-72 4.300693895895284257e-28 6.073892515957801158e-48 1.141435657914914546e-71 9.164848674677528096e-112 4.561348925184649191e-27 1.428617427900395131e-55 1.664633762383977431e-81 2.934299537170073056e-111 8.189915840402856733e-160
3.326284790356927035e-01 5.825271058886992821e-27 7.089996192275545277e-42 2.953814095247750330e-81 1.549916571947629557e-23 2.965166195949448328e-41 2.984672680542226875e-72 5.275586746972742645e-28 9.183854320455132293e-48 2.211423043377740301e-71 2.694655463115051394e-111 5.523731622943451209e-27 2.332516124335706964e-55 3.578603312526267805e-81 8.619663246213709587e-111 3.993816331640305553e-159
3.341653627607871768e-01 7.047123088326828450e-27 9.986027388484620650e-42 6.282830854852506967e-81 1.815527412216329407e-23 4.165333580868270829e-41 5.800472885115768437e-72 6.465468247625617884e-28 1.385994545852823291e-47 4.271453189090142453e-71 7.883729136467911252e-111 6.683347072821758240e-27 3.799787375759824208e-55 7.666270766939609236e-81 2.519580206836451320e-110 1.933466255526380876e-158
3.357093475362523116e-01 8.517892969565461643e-27 1.404303253034377361e-41 1.331756056991602676e-80 2.125135501488695352e-23 5.842218444644224921e-41 1.123847964433495957e-71 7.916405499839527472e-28 2.087759577934871322e-47 8.225625855056394753e-71 2.295200000166893445e-110 8.079404830717759983e-27 6.176242628274681777e-55 1.636580952282750209e-80 7.328717641530925367e-110 9.292648234443840921e-158
3.372604661719335595e-01 1.028676528887021977e-26 1.971757827380385572e-41 2.813183159568993201e-80 2.485771477644612753e-23 8.181560583270486041e-41 2.170877312949520974e-71 9.684044166115052980e-28 3.138958949477460863e-47 1.579274991177848373e-70 6.649356330396811719e-110 9.758663971539486089e-27 1.001669096407772805e-54 3.481613449826538236e-80 2.121287518178645935e-109 4.434158960170235810e-157
3.388187516292705537e-01 1.241233627056346295e-26 2.764228102965596393e-41 5.922188585028490691e-80 2.905547349796573614e-23 1.144005070305976229e-40 4.180734668278244652e-71 1.183553817307298708e-27 4.710648700248767755e-47 3.023069066791588475e-70 1.916984956672568492e-109 1.177683851256421144e-26 1.620927222651626501e-54 7.381086197413413093e-80 6.110160465563160157e-109 2.100710851345495969e-156
3.403842370219986035e-01 1.496435480009203731e-26 3.869233248807593578e-41 1.242465106928781296e-79 3.393816170697874924e-23 1.597188805655460592e-40 8.027227424734305050e-71 1.445185544684168231e-27 7.056176805376745836e-47 5.769602015188615888e-70 5.499808646737237455e-109 1.420025529874149347e-26 2.617257735114988361e-54 1.559421734212188719e-79 1.751446879098556232e-108 9.881409424753965115e-156
3.419569556168537416e-01 1.802577417468338374e-26 5.407664686248867255e-41 2.597830015087878278e-79 3.961354273541502536e-23 2.226507343123341307e-40 1.536668412544433880e-70 1.763053041969608681e-27 1.055007516938771948e-46 1.097885536207888209e-69 1.570275795023091378e-108 1.710780801108097541e-26 4.216747567168265803e-54 3.283351285148538056e-79 4.996228538956751990e-108 4.615123981804741348e-155
3.435369408342767716e-01 2.169516796315639290e-26 7.546254980648035452e-41 5.413381152438033219e-79 4.620569113742399393e-23 3.099093032788355943e-40 2.932934520860290491e-70 2.148894686586099200e-27 1.574500154454328380e-46 2.082992021246016146e-69 4.461834283812762898e-108 2.059325820945520946e-26 6.778931244929786129e-54 6.889511502160629713e-79 1.418398445201205136e-107 2.140296378684810143e-154
3.451242262491263646e-01 2.608957216033430083e-26 1.051460900493731312e-40 1.124254369589239579e-78 5.385736145243433595e-23 4.307157285780280636e-40 5.581335394560051383e-70 2.616824967445533347e-27 2.345495418113886767e-46 3.940427798215690425e-69 1.261739489034965095e-107 2.476794272373430543e-26 1.087431051379683896e-53 1.440733448789224566e-78 4.007508299624396978e-107 9.856090080773423309e-154
3.467188455913902123e-01 3.134782601476524121e-26 1.462843109388371662e-40 2.327048241651524588e-78 6.273268596790254061e-23 5.977168496718611262e-40 1.058993615984460750e-69 3.183800182129486611e-27 3.487665737703015630e-46 7.432419754221671448e-69 3.551029551310268894e-107 2.976395643673774152e-26 1.740617900767306020e-53 3.002684942534610518e-78 1.126887111401315779e-106 4.507022096610080867e-153
3.483208327469027310e-01 3.763449570028176857e-26 2.032115408006273568e-40 4.800624159828299337e-78 7.302024501811583075e-23 8.282318287631416450e-40 2.003428833297798218e-69 3.870172349012562580e-27 5.176630249473090828e-46 1.397828869352898964e-68 9.946647729216968763e-107 3.573789075891409107e-26 2.780165792876386420e-53 6.236968729683199144e-78 3.153738722850175604e-106 2.046647239010959548e-152
3.499302217580662067e-01 4.514447863107334351e-26 2.818694412102943323e-40 9.870705742181447940e-78 8.493655881885639654e-23 1.145942879377961732e-39 3.779076790766583968e-69 4.700347451720532001e-27 7.669641863569263620e-46 2.621322846567116610e-68 2.772978690228147271e-106 4.287522110617708980e-26 4.431061520178821829e-53 1.291165060907257850e-77 8.784555749940123203e-106 9.229507505850926597e-152
3.515470468245719404e-01 5.410840195920574285e-26 3.903908455586848177e-40 2.022849228383671713e-77 9.873005594748704074e-23 1.583184879998051643e-39 7.107789680511431816e-69 5.703566966891783388e-27 1.134285235184967657e-45 4.901573635350797153e-68 7.694370805336991514e-106 5.139545171962563293e-26 7.047238645224124486e-53 2.664041933611220026e-77 2.435410212992614161e-105 4.133425997496155022e-151
3.531713423041292765e-01 6.479894695409411203e-26 5.398911948296550864e-40 4.131904105438930957e-77 1.146855804058903182e-22 2.184041392403761835e-39 1.332988134288443543e-68 6.914834937834667267e-27 1.674527631095904359e-45 9.139129190835135717e-68 2.125033954950505489e-105 6.155814350648638161e-26 1.118429342208802969e-52 5.478455056676475800e-77 6.720352580143090101e-105 1.838449595144930315e-150
3.548031427131939086e-01 7.753825189968528877e-26 7.455397828256483269e-40 8.412303526239919740e-77 1.331295068280798675e-22 3.008524897960861152e-39 2.492680657366986402e-68 8.376016723449840821e-27 2.467679629633456156e-45 1.699159299599441051e-67 5.841631695932554529e-105 7.366997057422663230e-26 1.771253584257594137e-52 1.122896007716807579e-76 1.845818340484308208e-104 8.121139320615416068e-150
3.564424827277020147e-01 9.270657026113128852e-26 1.028007578992735725e-39 1.707120413162747868e-76 1.544355419028520606e-22 4.138212617109512633e-39 4.647949537788038184e-68 1.013714006275392013e-26 3.630071756112280901e-45 3.150134332541548796e-67 1.598406796643817566e-104 8.809297416080967992e-26 2.799237639264313735e-52 2.293992334380997995e-76 5.046289023042219672e-104 3.563030634372900573e-149
3.580893971838081113e-01 1.107523886276934310e-25 1.415421109841578646e-39 3.453062250124807061e-76 1.790312995694567554e-22 5.683833598682136337e-39 8.642040441499113602e-68 1.225793435301931081e-26 5.330588529412384369e-45 5.823652118733590108e-67 4.353460202366337420e-104 1.052542091722928184e-25 4.414584514672713239e-52 4.671129939925325613e-76 1.373253804606779100e-103 1.552648467416438898e-148
3.597439210786232966e-01 1.322042408546755482e-25 1.945995394347584378e-39 6.962130677171665307e-76 2.074057481166241480e-22 7.795467732419086417e-39 1.602274850980731217e-67 1.480965016210204120e-26 7.813977425937236590e-45 1.073590838525693867e-66 1.180280361288632493e-103 1.256570090239824874e-25 6.947605078894921621e-52 9.480604677897209188e-76 3.719925523766320108e-103 6.720340402347540603e-148
3.614060895709612087e-01 1.576844914978738224e-25 2.671576725372277416e-39 1.399213203014977656e-75 2.401176390882619830e-22 1.067623591681403410e-38 2.962301415216448761e-67 1.787720811886130244e-26 1.143430292504253558e-44 1.973625809269938787e-66 3.185285081867737978e-103 1.498941295102785436e-25 1.091138294171376491e-51 1.917965281235819617e-75 1.003070824414348140e-102 2.889265522793577876e-147
3.630759379820832633e-01 1.879254037316263885e-25 3.662402742433138351e-39 2.803083273371997946e-75 2.778050409991219951e-22 1.460064980442564682e-38 5.461332700168546418e-67 2.156173460586868253e-26 1.670287676289969356e-44 3.618087611677038257e-66 8.557227922275071611e-103 1.786630726443401108e-25 1.710125573547698555e-51 3.867608809062662164e-75 2.692477017505400064e-102 1.233886259378382845e-146
3.647535017964494974e-01 2.237878552300145590e-25 5.013488753757462776e-39 5.597638883442361785e-75 3.211961154310398764e-22 1.993917160134035331e-38 1.004039514042856751e-66 2.598355129534651555e-26 2.435680829136846517e-44 6.614349796154203294e-66 2.288488086166262443e-102 2.127839375422054636e-25 2.674754090085214915e-51 7.774059986499415217e-75 7.194565242665723504e-102 5.234409150176608137e-146
3.664388166624745757e-01 2.662831208338768482e-25 6.853183502850873393e-39 1.114286552981758360e-74 3.711212892672211469e-22 2.719103840495271053e-38 1.840735364723094688e-66 3.128569672823007111e-26 3.545687505258968289e-44 1.205853646316668897e-65 6.092619180695552124e-102 2.532201983029778357e-25 4.174951939013927060e-51 1.557626055580845253e-74 1.913807706446622468e-101 2.205862237499406065e-145
3.681319183932824091e-01 3.165982042025939644e-25 9.354614827688761330e-39 2.211150827539364780e-74 4.285269947964982936e-22 3.702806949232711449e-38 3.365316081507566488e-66 3.763807107345924990e-26 5.152701192465860929e-44 2.192335049457877434e-65 1.614760984944950387e-101 3.011028693931349883e-25 6.503317378190753437e-51 3.110963250290683171e-74 5.068065791569780946e-101 9.234652134762906009e-145
3.698328429674700435e-01 3.761252731661430154e-25 1.275097937383162435e-38 4.373968142747150242e-74 4.944911693654401306e-22 5.035304830552525881e-38 6.135639938511616437e-66 4.524231019038176875e-26 7.475277341937885853e-44 3.974931351165866118e-65 4.260595188682105469e-101 3.577585883377261140e-25 1.010970156110552652e-50 6.193687406283568229e-74 1.336119667336241555e-100 3.840672914174571064e-144
3.715416265298695508e-01 4.464958363989546750e-25 1.735593823566323883e-38 8.625313858378971175e-74 5.702407283732565202e-22 6.837741802400948428e-38 1.115575305892182150e-65 5.433751246064262908e-26 1.082632163531136112e-43 7.187339965939571467e-65 1.119177681430505140e-100 4.247422247487721842e-25 1.568431979961091179e-50 1.229228845715235132e-73 3.506844930286913723e-100 1.586908421633014895e-143
3.732583053923174687e-01 5.296203937452198768e-25 2.359078496070326322e-38 1.695596408031989727e-73 6.571712499144615177e-22 9.272453426695982351e-38 2.022779001110488753e-65 6.520696191096352353e-26 1.565305821541366989e-43 1.296068745257962166e-64 2.926870073613120006e-100 5.038747152332811274e-25 2.428404567052770930e-50 2.431932776972672889e-73 9.163570900865812395e-100 6.514292261814557640e-143
3.749829160344274603e-01 6.277344006273163428e-25 3.202058348094200230e-38 3.322955874891707644e-73 7.568691365150363283e-22 1.255666892493975537e-37 3.657749580151213794e-65 7.818601431846349817e-26 2.259360422989456899e-43 2.330851485704426674e-64 7.620655565190078876e-100 5.972869270416730951e-25 3.752393754236645448e-50 4.796362815642358755e-73 2.383958806643264703e-99 2.656846459764912800e-142
3.767154951043627520e-01 7.434515102585638459e-25 4.340216983680702699e-38 6.492132197765366570e-73 8.711365494429419498e-22 1.698066993842501877e-37 6.596308150936542126e-65 9.367133973674356474e-26 3.255691462270055790e-43 4.180548608405285114e-64 1.975488553326941841e-99 7.074704711590663395e-25 5.786710735895617827e-50 9.430188495718158233e-73 6.174863643717913613e-99 1.076620067650289194e-141
3.784560794196181743e-01 8.798251978828619249e-25 5.874782310581244140e-38 1.264494627196596024e-72 1.002019444289452227e-21 2.293182150272633880e-37 1.186355251479603976e-64 1.121317457295206863e-25 4.683556045985086136e-43 7.478068391843583039e-64 5.098691873002055198e-99 8.373365198414409374e-25 8.906254975249926238e-50 1.848344089318326476e-72 1.592426445622238115e-98 4.334791089776145007e-141
3.802047059677999274e-01 1.040420031245485514e-24 7.940960259265715962e-38 2.455385047035973916e-72 1.151839073224165715e-21 3.092633021787495814e-37 2.127947105331116912e-64 1.341208411477508364e-25 6.726455830371152001e-43 1.334100091802359427e-63 1.310248922324588562e-98 9.902838365287229950e-25 1.368051398378662998e-49 3.611649233856199488e-72 4.088871830305944909e-98 1.734188869047800789e-140
3.819614119074118963e-01 1.229394033524907401e-24 1.071909039606408972e-37 4.753366627550426481e-72 1.323227359865991870e-21 4.165115652174835591e-37 3.806663788445546634e-64 1.602918412178405662e-25 9.644468067170442271e-43 2.373753086470822706e-63 3.352496540576968326e-98 1.170277400077141646e-24 2.097285639631293303e-49 7.035496632882919347e-72 1.045366073830763474e-97 6.893819556274393001e-140
3.837262345686477949e-01 1.451593791890723317e-24 1.444938149197556814e-37 9.174199531699628005e-72 1.519166597452693602e-21 5.601925185331369171e-37 6.791585622394292696e-64 1.914148617976971119e-25 1.380559027256811759e-42 4.212463147221983555e-63 8.541044761441893708e-98 1.381939203087532778e-24 3.208961836707644146e-49 1.366332944934602473e-71 2.661109438115697034e-97 2.723149215493663226e-139
3.854992114541806458e-01 1.712664199925559508e-24 1.945134910562888289e-37 1.765331456116680722e-71 1.743033970335646948e-21 7.524225768800928777e-37 1.208498535072750689e-63 2.283971047847153741e-25 1.972966383531932966e-42 7.455819788974432562e-63 2.166658170889303500e-97 1.630653028851364921e-24 4.900351407154544282e-49 2.645434486858919426e-71 6.745204185033941533e-97 1.068916137782675776e-138
3.872803802399630846e-01 2.019174988973858811e-24 2.614942043430619171e-37 3.386737739470920104e-71 1.998651453215237729e-21 1.009260566578970523e-36 2.144740051185695755e-63 2.723063988259883513e-25 2.814982308822133578e-42 1.316190203665787983e-62 5.472869736582089394e-97 1.922685266552225072e-24 7.468776886597866308e-49 5.106487203961172961e-71 1.702448802864410601e-96 4.169549115046715337e-138
3.890697787760257209e-01 2.378766506106119539e-24 3.510661722457410773e-37 6.477987342945500577e-71 2.290341702433414701e-21 1.351961892822600144e-36 3.796313364892758180e-63 3.243986308192219701e-25 4.009832131733089881e-42 2.317453844911235434e-62 1.376555307249138770e-96 2.265324113717544260e-24 1.136148773083846221e-48 9.827392452837552609e-71 4.278663547301677491e-96 1.616293998412774158e-137
3.908674450872819950e-01 2.800317539356200780e-24 4.706880513867182442e-37 1.235400598687137910e-70 2.622990619581226566e-21 1.808622496551427763e-36 6.702140879614105591e-63 3.861496854901610927e-25 5.702620813789238072e-42 4.069845474760590561e-62 3.447740349497527400e-96 2.667039842864249540e-24 1.724996537932540462e-48 1.885607021657158666e-70 1.070793717960581267e-95 6.226584924879431267e-137
3.926734173743375855e-01 3.294138379270036910e-24 6.302274576791740837e-37 2.349041237175462196e-70 3.002117340208309747e-21 2.416330859576041195e-36 1.180142313632993667e-62 4.592926040432229963e-25 8.096993831669946678e-42 7.128929339867405032e-62 8.598965813739840237e-96 3.137669180666893979e-24 2.614040969695350863e-48 3.607172419855858186e-70 2.668551188122859681e-95 2.383911815121292843e-136
3.944877340142997069e-01 3.872192745272452681e-24 8.427215429912109429e-37 4.453428709315498307e-70 3.433952480154557075e-21 3.223981309356597515e-36 2.072668003103236743e-62 5.458607801541200400e-25 1.147829405297243991e-41 1.245533507499511704e-61 2.135684475765774145e-95 3.688627268235261775e-24 3.953770937917508839e-48 6.880047077311963703e-70 6.622557117521679291e-95 9.070966006455749740e-136
3.963104335615952878e-01 4.548352702259142488e-24 1.125372141288684145e-36 8.418317097377782895e-70 3.925525559616723750e-21 4.295946956416338325e-36 3.630820772834327032e-62 6.482381342696418551e-25 1.624569547016281999e-41 2.170582836252952129e-61 5.282208396468783561e-95 4.333151146281670504e-24 5.968832191143293829e-48 1.308370215969876048e-69 1.636683507984382500e-94 3.430459428552200178e-135
3.981415547487880402e-01 5.338691254206458437e-24 1.500846092569664255e-36 1.586678087132164841e-69 4.484762621222483079e-21 5.716868598847852156e-36 6.344022872230585012e-62 7.692173474008726859e-25 2.295672214783311125e-41 3.773047407577695434e-61 1.301037694927654733e-94 5.086579245846464242e-24 8.993935374651194974e-48 2.480793012388559881e-69 4.028105601125032865e-94 1.289432715102052639e-134
3.999811364874023556e-01 6.261817935379277815e-24 1.998972078313783875e-36 2.981885497696741189e-69 5.120595163889999606e-21 7.597890453193155533e-36 1.105642330342288139e-61 9.120673957193933141e-25 3.238882745007375979e-41 6.541964594094034973e-61 3.191305886661589585e-94 5.966671971396477044e-24 1.352684292999183734e-47 4.690044199339120668e-69 9.872847456571371881e-94 4.817313723054963074e-134
4.018292178687512539e-01 7.339263434665325883e-24 2.658951953849650272e-36 5.587756835452260303e-69 5.843081629929162365e-21 1.008476919940917587e-35 1.922027819614263202e-61 1.080611809964152558e-24 4.562443583587103170e-41 1.131433945260634176e-60 7.795777796880035707e-94 6.993979146908230005e-24 2.030641078859305897e-47 8.840884609440674222e-69 2.409892647257994232e-93 1.788888063232184507e-133
4.036858381647648875e-01 8.595920094477306991e-24 3.532238789965723924e-36 1.044081031028916975e-68 6.663542809586241433e-21 1.336840537386552560e-35 3.332766269081818437e-61 1.279319291957462452e-24 6.416820089187324269e-41 1.951912483275657318e-60 1.896579957631401128e-93 8.192260866364162007e-24 3.042731645001283221e-47 1.661700380343975528e-68 5.858344019568609524e-93 6.603063579759291860e-133
4.055510368288275935e-01 1.006054603343293491e-23 4.686277733168717374e-36 1.945301098255383908e-68 7.594712666041143287e-21 1.769850297914614169e-35 5.764415525888215373e-61 1.513408557807411399e-24 9.010842926922622320e-41 3.358973771289053124e-60 4.595277381076647505e-93 9.588969158362944606e-24 4.550840441795427828e-47 3.114251836174972645e-68 1.418345800375744046e-92 2.422723767859410707e-132
4.074248534966136703e-01 1.176634166372462241e-23 6.209362019095231394e-36 3.614107775893592684e-68 8.650906235742904573e-21 2.340126363442115686e-35 9.945256093880546030e-61 1.788969547454782769e-24 1.263389573066484492e-40 5.765978331290167427e-60 1.108892183048186938e-92 1.121579885180827131e-23 6.793924771519011183e-47 5.819752663680907615e-68 3.420011791256760120e-92 8.836299030195681428e-132
4.093073279869312575e-01 1.375160852320405218e-23 8.216928394410684036e-36 6.695495203701836025e-68 9.848206425092240445e-21 3.090227746415288544e-35 1.711559273536690205e-60 2.113103447404546840e-24 1.768636435036607784e-40 9.873348964168882969e-60 2.665090964017525000e-92 1.310931712882439558e-23 1.012405980680617101e-46 1.084453323959141463e-67 8.213332440681744661e-92 3.203737415103531818e-131
4.111985003025691032e-01 1.606050163362655502e-23 1.085970808044338138e-35 1.236907755267585621e-67 1.120467170602684254e-20 4.075609911416555691e-35 2.938246228678080761e-60 2.494084322575200139e-24 2.472135894472127679e-40 1.686498652147942793e-59 6.379519175013774941e-92 1.531168248635733201e-23 1.505903606866908545e-46 2.015015825902576109e-67 1.964561306011538650e-91 1.154716288159109739e-130
4.130984106311442194e-01 1.874388804677365075e-23 1.433426663198880332e-35 2.278612996807479391e-67 1.274056691136214205e-20 5.368441258070309509e-35 5.031641231234454767e-60 2.941545549617185236e-24 3.450179388110234718e-40 2.873706829802424706e-59 1.520985546356207922e-91 1.787146521525099330e-23 2.235896986810405958e-46 3.733473007449090736e-67 4.680305303037307722e-91 4.137493759665130337e-130
4.150070993459589741e-01 2.186032586768334650e-23 1.889661540359084903e-35 4.185892717696569327e-67 1.447861954721704887e-20 7.062521660225625681e-35 8.595305684616958076e-60 3.466694693856378133e-24 4.807835835749015307e-40 4.884709822296819974e-59 3.611864536715775744e-91 2.084458306245861915e-23 3.313768608277402358e-46 6.897952470007551198e-67 1.110588532954568160e-90 1.473855307138987595e-129
4.169246070068560184e-01 2.547717986918222238e-23 2.487976739937185890e-35 7.668236052536265743e-67 1.644430427596528657e-20 9.279613295780458391e-35 1.464697991023354023e-59 4.082560981992867395e-24 6.689586028977530167e-40 8.282850086406284759e-59 8.543090507828830525e-91 2.429536748788075488e-23 4.902436185620720609e-46 1.270883235753643916e-66 2.624886585618587160e-90 5.219627231280989093e-129
4.188509743610817626e-01 2.967189185691914904e-23 3.271635183424345821e-35 1.400871421743888434e-66 1.866615848061557259e-20 1.217757905262283658e-34 2.489859510410395054e-59 4.804280100443890373e-24 9.293804708153190156e-40 1.401104110693853971e-58 2.012721436031371593e-90 2.829777788365324789e-23 7.239768718942987639e-46 2.334936069968122001e-66 6.179511943027928652e-90 1.837819759425620630e-128
4.207862423441531829e-01 3.453342623388725205e-23 4.296770832984464521e-35 2.552125577618780286e-66 2.117613210199364917e-20 1.596083152946595786e-34 4.222274581250800893e-59 5.649421703249621249e-24 1.289245252457600072e-39 2.364369879732980832e-58 4.723297868653888566e-90 3.293678331426947755e-23 1.067244647598596536e-45 4.277931435334859820e-66 1.449078667153855549e-89 6.433639616196702794e-128
4.227304520807249055e-01 4.016391377547255846e-23 5.636127032762028899e-35 4.636735058855564461e-66 2.400997524551759785e-20 2.089373194293797043e-34 7.142789119861787316e-59 6.638365753265235740e-24 1.785781164301344385e-39 3.980335146446965342e-58 1.104098567732653574e-89 3.830993378697176580e-23 1.570483535526725657e-45 7.816056568999616256e-66 3.384790152329670754e-89 2.239300982343200360e-127
4.246836448854667267e-01 4.668051949074880979e-23 7.383853936572614704e-35 8.401067768838457139e-66 2.720766738671426643e-20 2.731775045871980464e-34 1.205434842436544834e-58 7.794734656564276805e-24 2.469872979897348677e-39 6.684791450789263438e-58 2.570863523888118007e-89 4.452914580246477093e-23 2.306940761993967875e-45 1.424105481873752098e-65 7.875558133440432295e-89 7.749641766450860408e-127
4.266458622639379139e-01 5.421756364629847508e-23 9.661657406205259433e-35 1.518008224175665856e-65 3.081389236603772762e-20 3.567341677635183418e-34 2.029453088279149096e-58 9.145889094375051896e-24 3.410968085644407643e-39 1.120017596976488002e-57 5.963025154831091220e-89 5.172272999798165418e-23 3.382802770194569479e-45 2.587633279321833259e-65 1.825359933729026059e-88 2.666709059545624849e-126
4.286171459134713313e-01 6.292892860235460214e-23 1.262667034007139582e-34 2.735499433374815302e-65 3.487856375641107204e-20 4.652836368806641896e-34 3.408618871454026841e-58 1.072349652270796656e-23 4.703707495249626036e-39 1.872127112146358692e-57 1.377775464838801694e-88 6.003769211355842070e-23 4.951737374578966763e-45 4.688942351906362895e-65 4.214450927987955571e-88 9.124432885924135873e-126
4.305975377240600643e-01 7.299078809787783056e-23 1.648151649897015902e-34 4.916175926441121973e-65 3.945740561358674065e-20 6.061311110490489458e-34 5.711455353088007935e-58 1.256418251175377117e-23 6.476875009351075888e-39 3.121936339124859126e-57 3.171189141616006624e-88 6.964234232665251971e-23 7.235736009764185244e-45 8.473525083373523766e-65 9.693185094212421585e-88 3.104443018351717817e-125
4.325870797792450428e-01 8.460470006612069201e-23 2.148716174373022476e-34 8.811541140130726727e-65 4.461259408259672320e-20 7.886667150776953817e-34 9.547480620564698574e-58 1.471027645152542406e-23 8.905457075658702367e-39 5.193925006736819733e-57 7.271188622334824549e-88 8.072925225280095318e-23 1.055493317632655970e-44 1.527129427019683366e-64 2.220918861103648603e-87 1.050316892920608154e-124
4.345858143570126009e-01 9.800110901432870972e-23 2.797930467951110576e-34 1.575126236231602062e-64 5.041346583612456526e-20 1.024946020841959119e-33 1.592242318561714819e-57 1.721066467529072876e-23 1.222687071290133796e-38 8.620945603309363190e-57 1.660870911020302401e-87 9.351860364791325346e-23 1.537019541778004781e-44 2.744830226265140368e-64 5.069290637041230648e-87 3.533678885606008222e-124
4.365937839306899271e-01 1.134433095144730857e-22 3.638925609129990079e-34 2.808168941535233298e-64 5.693729986538203897e-20 1.330428114601682416e-33 2.649187002344975655e-57 2.012176576825072961e-23 1.676276806722754566e-38 1.427599503370641092e-56 3.779385141709629431e-87 1.082619781224149717e-22 2.234384260814568284e-44 4.920264323783070277e-64 1.152703462628304664e-86 1.182265621683333643e-123
4.386110311698487862e-01 1.312319284855591648e-22 4.727050429485423983e-34 4.993220983269542325e-64 6.427017973453005086e-20 1.724912840533727235e-33 4.397479486923482743e-57 2.350864475820139566e-23 2.294829127452864905e-38 2.358602522441224690e-56 8.567789645757851689e-87 1.252466430458672343e-22 3.242607194266327464e-44 8.796300376830889799e-64 2.611268151782780579e-86 3.933647266694016358e-123
4.406375989412136263e-01 1.517099907672060627e-22 6.133247408037796666e-34 8.855096967892238055e-64 7.250794404894921567e-20 2.233729549363585744e-33 7.282616453310281231e-57 2.744628505241638768e-23 3.137126634146665771e-38 3.887806383719759706e-56 1.935023940306760812e-86 1.448003953447489853e-22 4.697775293739423025e-44 1.568395829420183231e-63 5.893270006796614763e-86 1.301605012079201539e-122
